,Country Name,country_code,Region,Indicator Name_x,1990_x,1991_x,1992_x,1993_x,1994_x,1995_x,1996_x,1997_x,1998_x,1999_x,2000_x,2001_x,2002_x,2003_x,2004_x,2005_x,2006_x,2007_x,2008_x,2009_x,2010_x,2011_x,2012_x,2013_x,2014_x,2015_x,2016_x,2017_x,2018_x,2019_x,2019.1,Country Code,Indicator Name_y,Indicator Code,1990_y,1991_y,1992_y,1993_y,1994_y,1995_y,1996_y,1997_y,1998_y,1999_y,2000_y,2001_y,2002_y,2003_y,2004_y,2005_y,2006_y,2007_y,2008_y,2009_y,2010_y,2011_y,2012_y,2013_y,2014_y,2015_y,2016_y,2017_y,2018_y,2019_y,2020,Unnamed: 65
10,Azerbaijan,AZE,Europe & Central Asia,CO2 emissions (metric tons per capita),7.453450775,7.159655082,8.616847624,6.411111704,4.412529372,4.225196328,3.502511915,3.379580901,3.347655756,3.272055369,3.440349875,3.254758852,3.203641763,3.469717358,3.408174257,3.579663711,3.593590676,3.219791775,3.474678865,2.850039951,2.684902593,2.973918764,3.239102868,3.285616903,3.38119922,3.292452869,3.304019557,3.243341999,3.292832354,3.542397828,3.542397828,AZE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,-0.700000182726626,-22.6000000456313,-23.0999993095445,-19.7000007224173,-11.7999997319416,1.29999946501567,5.80000001232963,10.0000011653707,7.39999958682314,11.0999995034959,9.90000013022203,9.43891634238625,10.2083000110732,9.25380132627771,27.9615380685244,34.4662093637953,25.4632159061216,10.5914372943933,9.36907477711533,4.78924279245962,-1.57299762108384,2.20293902267821,5.8434157623727,2.79758543403612,1.0495463680441,-3.06359845351251,0.153614646686307,1.50040170699388,2.48015159147059,-4.30998913316057,
11,Burundi,BDI,Sub-Saharan Africa,CO2 emissions (metric tons per capita),0.031255981,0.039533341,0.0316591,0.032769615,0.032209046,0.033405467,0.034652836,0.034301787,0.035566684,0.036699403,0.040759564,0.030648776,0.03132403,0.023157659,0.02103289,0.020366995,0.023659773,0.02289428,0.022150837,0.021434541,0.034579718,0.040185722,0.04001734,0.040879208,0.038601013,0.039369948,0.0419527,0.048951647,0.061742872,0.062442671,0.062442671,BDI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.49982214003701,4.99683644802357,1.00999837099629,-6.24000000139047,-3.82999999619828,-7.92000000374772,-7.99999999794093,-1.58999999685828,4.74999999509613,-1.00999999649815,-0.856864058424151,2.05580710835243,4.44651941224797,-1.22372796023444,4.83365776809453,0.900000000901912,5.41380714491444,3.45195248952621,4.8617129950775,3.81274693652152,5.12416330338039,4.03260249625296,4.44670822214543,4.9241952612883,4.24065164368079,-3.9000030859375,-0.600020000546493,0.500009998779461,1.60993308234522,1.84247667669987,0.297577119233125,
12,Belgium,BEL,Europe & Central Asia,CO2 emissions (metric tons per capita),10.96677472,11.39089005,11.18250206,10.91876374,11.35869013,11.30237113,11.76078263,11.45537702,11.70341139,11.29525399,11.43958054,11.50432068,10.72798848,11.13131453,10.94122423,10.55578237,10.30057207,9.843115874,9.984152183,9.231701273,9.794792242,8.740505152,8.577525877,8.655477512,8.041711215,8.437851999,8.314931808,8.151095679,8.196338589,8.095583954,8.095583954,BEL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.13740231557445,1.83307427728701,1.53065494385902,-0.961873309776593,3.22697152488935,2.38475727961249,1.32145093041325,3.79365762950188,1.96180827198427,3.54274346363066,3.71667938420875,1.09961888777849,1.70688458453354,1.03798254902905,3.5712043433582,2.32173705381926,2.55234994366351,3.67688113594973,0.446928735275904,-2.02074306169408,2.86429270764155,1.69451389861332,0.739217283058679,0.459242192907709,1.57853314322614,2.04145900919961,1.26668640902095,1.62154719764955,1.78792007785043,1.78469437853346,-6.28392995127165,
13,Benin,BEN,Sub-Saharan Africa,CO2 emissions (metric tons per capita),0.066285172,0.052432316,0.052515049,0.052519477,0.049000606,0.050799654,0.159165853,0.197400553,0.187009053,0.201077354,0.206817822,0.245876343,0.298818443,0.324444105,0.341935364,0.363307326,0.422300744,0.473104595,0.46223287,0.494146663,0.525042566,0.491500279,0.456355652,0.467785082,0.50452817,0.520992816,0.619937007,0.614754528,0.646058116,0.618583746,0.618583746,BEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,8.97613436064657,4.22579941934403,2.95771082720395,5.83617208501383,2.02040044761662,6.04519865041564,4.32428403131786,5.73468837521307,3.96101213832645,5.34144937204417,5.85771420543269,5.33313570603937,4.64303087074482,3.44357677591658,4.42968455385082,1.71316456361184,3.94373882815798,5.98634932177609,4.89657708429647,2.31929213912838,2.11406472648392,2.96375291904201,4.811223315688,7.19143372144946,6.35767909791932,1.77815106030278,3.33967342629693,5.67155546944753,6.69725946087986,6.86568733550151,3.84879240030133,
14,Burkina Faso,BFA,Sub-Saharan Africa,CO2 emissions (metric tons per capita),0.056747035,0.056353056,0.055931359,0.055483015,0.055008952,0.056492248,0.060736157,0.064694261,0.069287926,0.078881856,0.080978977,0.08120832,0.078092606,0.082183395,0.081347129,0.078975196,0.089665522,0.098933279,0.115727153,0.114258558,0.146745851,0.15296686,0.177415687,0.183332656,0.180825362,0.204300066,0.198430258,0.222474208,0.23643815,0.246046246,0.246046246,BFA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-0.602928480009965,9.06998445958148,0.232710761845951,3.46138493945818,1.31500727210265,5.71637386269622,11.014743869558,6.31683473483768,7.30771963496896,7.39523780111931,1.88847388906525,6.61340574539679,4.35296382988099,7.80249388870359,4.47845213670386,8.66187322841225,6.25316468817478,4.11137901761516,5.79999174105387,2.96195085866692,8.44628157707625,6.62256261306693,6.45267237953146,5.79258484509867,4.32684561452976,3.9212287937935,5.95797670754024,6.20348941121868,6.73123560805429,5.69943493424034,2.02238469536866,
15,Bangladesh,BGD,South Asia,CO2 emissions (metric tons per capita),0.111658248,0.102557668,0.109460957,0.113909624,0.120101811,0.1437007,0.143051512,0.157872086,0.156908688,0.160636276,0.169593942,0.198172464,0.207053129,0.212401957,0.222868797,0.235263641,0.254752395,0.266296791,0.288141386,0.306664813,0.342739986,0.364566595,0.384025166,0.396697028,0.413092687,0.461997426,0.470827565,0.496851847,0.517113005,0.556529455,0.556529455,BGD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.62225816160702,3.4852278153552,5.44268555072129,4.7115617244945,3.89012644065639,5.12127789716163,4.52291921762344,4.48989649735631,5.17702687345256,4.67015636827865,5.2932947184604,5.07728777597312,3.83312394005608,4.73956739916446,5.2395329104527,6.53594494052352,6.67190498148148,7.0585993565727,6.01378975923306,5.04512479417738,5.57178818839131,6.46437912277771,6.5214587805942,6.0136056582172,6.0610593590396,6.55263987869203,7.11347821327269,7.28417442269364,7.86374303036237,8.15268494677524,2.37552165571601,
16,Bulgaria,BGR,Europe & Central Asia,CO2 emissions (metric tons per capita),8.443170443,6.815048526,6.482311113,6.601503037,6.36222195,6.528617961,6.612597225,6.375068154,6.113759034,5.397884497,5.3144536,5.767159578,5.56323884,6.164371004,6.125548534,6.265854174,6.439923574,6.971191811,6.678624427,5.764030949,6.049544016,6.755278124,6.16215311,5.458963808,5.820924714,6.207865317,5.834881981,6.20129024,5.82203361,5.61085728,5.61085728,BGR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-9.11737709653309,-8.44535517671254,-7.2723879985458,-1.48021475855352,1.81801119768079,2.8550510546256,5.13891551042298,-14.1928148094582,4.28528182196033,-8.28101741381641,4.78204352345534,3.81723975210657,5.95303440817962,5.15184101085522,6.44185946256435,7.15354138054481,6.80216757925123,6.55708105188404,6.08562760690579,-3.37483832880535,0.559446489731144,2.35455692273156,0.356586982837044,0.325769436153124,1.88546463842944,3.98985171362301,3.82043453021177,3.50275153013627,3.09244765360886,3.694308379839,-4.15370282988493,
17,Bahrain,BHR,Middle East & North Africa,CO2 emissions (metric tons per capita),21.65641314,20.30359266,23.45712527,24.37468762,24.32722575,24.01995395,24.45300444,24.23826789,25.24046883,24.27184466,23.8937121,23.49652355,23.42410876,23.03816133,21.60641891,23.26923202,23.46563028,22.20240095,22.21335064,20.8594387,20.92896507,20.35750059,20.90093256,21.93867997,22.66343283,22.29101801,21.25133118,20.42732768,19.63120569,20.26610279,20.26610279,BHR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.43799717642639,11.2299987800123,6.68999836660538,12.8700066696584,-0.250001484542878,3.92999154532021,4.11000611512114,3.09299978673204,4.79000278855499,4.29999896037758,5.30007005600883,2.49094810829847,3.3485506679412,6.29644197869368,6.98096059429825,6.76899787107483,6.46700012199585,8.29396044759683,6.24501077496258,2.53988593585052,4.33429917283131,1.98351501159991,3.72810843046017,5.41683981012071,4.35039085252969,2.48537855758804,3.55812811897778,4.29094977756338,1.72097288650622,1.98971355040401,-5.81468342829542,
18,"Bahamas, The",BHS,Latin America & Caribbean,CO2 emissions (metric tons per capita),7.649467074,7.815882333,9.660637226,7.710327781,7.504105507,7.852123107,7.289245722,6.507448767,8.121128699,7.889465863,7.48209163,7.335981336,7.800895463,7.600847317,7.055658167,6.495345193,6.34379729,6.28358498,6.401303677,17.64874164,5.860211203,7.147167506,9.763986436,7.653297299,6.799325412,5.905932758,5.397924873,5.684363486,7.260751623,7.291661097,7.291661097,BHS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-1.5962490864956,-4.18178478140044,-3.82558196958198,0.3078062914432,3.14891561997803,4.37875209047469,4.22353042530401,6.87573942008358,-4.50359662230254,12.1975182853608,4.14923404577348,2.62515959600154,2.70467096878603,-1.26452629505613,0.882740185126082,3.39526008245915,2.51685393258427,1.44673388864534,-2.32350723624928,-4.17580555581704,1.53838597180609,0.613384158434997,3.0866868599452,-2.67897952520872,1.05431646746474,0.230478123547655,1.44403648889057,3.11561351467324,3.02599916773715,1.21787385742007,-16.2777382584104,
19,Bosnia and Herzegovina,BIH,Europe & Central Asia,CO2 emissions (metric tons per capita),5.370319006,4.906942041,3.772138283,3.285167225,0.802738048,0.880114096,1.113053568,2.272441362,2.881367461,2.81031471,3.721499604,3.663945867,3.872969895,3.952496648,4.136343582,4.310376759,4.756438946,5.02020957,5.529716828,5.511323147,5.624105757,6.484260583,6.091586588,6.167789961,5.597187383,5.721181036,6.597243083,6.767050642,6.799182648,6.382918043,6.382918043,BIH,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,20.7999975418612,88.9576661832792,34.3895740516872,15.5999966854232,9.59999971642276,5.50000027550846,4.39999931875101,5.30000081186522,3.99999971080966,6.09996674509696,8.75925682235854,5.41400357079434,5.85911840234161,5.44184678922166,-3.00445593013346,0.865669260237084,0.959511247241267,-0.821836474216894,2.3498566632458,1.15385109200403,3.08916415179439,3.14980691561182,3.17143487487128,3.74007109201324,2.83100260259697,-4.32734580579653,
20,Belarus,BLR,Europe & Central Asia,CO2 emissions (metric tons per capita),9.797486552,9.438839323,8.612563831,7.463583047,6.337174653,5.654400196,5.772882688,5.848321407,5.685088398,5.480346649,5.304816521,5.225335545,5.254649833,5.379335611,5.759420354,5.875465459,6.15517613,6.029733806,6.352864617,6.03919199,6.50264283,6.18814293,6.344981391,6.352712195,6.29728587,5.79426692,5.822979457,5.92135146,6.245507315,6.122237765,6.122237765,BLR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,-1.19999556980412,-9.60000139597707,-7.60000184221087,-11.7000038975536,-10.4000004914994,2.80000465053934,11.4000054053548,8.39999142031991,3.39999916322964,5.80000344007455,4.72530599387508,5.04526748002185,7.04319255874692,11.4497431053961,9.40000152357688,9.99999481247372,8.6000065362481,10.1999994395436,0.199995310014472,7.79826682269731,5.37870744981015,1.68713553642841,1.00347084085645,1.72638485417002,-3.82957055828379,-2.52644643552364,2.53218350023035,3.14919759374963,1.40000000000001,-0.900000000246891,
21,Belize,BLZ,Latin America & Caribbean,CO2 emissions (metric tons per capita),1.759493266,2.249707015,2.573022375,2.378241619,2.231268501,2.222630241,1.684919966,2.076046485,1.954414371,1.715631917,1.819578666,2.077877272,1.981805428,1.892898995,1.591227985,1.656107509,1.750544009,1.772391396,1.62960935,4.640002664,1.736622587,2.028852144,1.982242705,1.330606578,1.358364951,1.884042732,1.764391261,1.703146792,1.644603729,1.639550009,1.639550009,BLZ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,11.4433887289319,11.4640364205073,12.0583230661784,6.27578586368041,0.158414920521267,0.644489949712465,1.42911281044032,3.54465428535808,3.74051493433282,8.77885094081327,13.0195811079743,4.68163290156325,4.73240938593926,9.33360850846702,4.78994226516249,1.94090294391852,4.82548017946962,0.51101792713763,3.48980297766215,0.217461104622402,3.0035294893152,1.92086482927924,2.41638254406713,1.30069119737848,4.03712918590875,2.63368998972791,-0.0320105570477551,1.81293635130761,2.9085650724252,1.76082496025742,-14.0384211620734,
22,Bolivia,BOL,Latin America & Caribbean,CO2 emissions (metric tons per capita),1.516423036,1.550319934,1.557063153,1.3948037,1.274978599,1.125639469,1.065652964,1.148983181,1.070798558,0.995510996,0.975259762,0.938201757,0.949350243,1.019557988,1.046416775,1.088569382,1.195259486,1.26380481,1.348563251,1.416317393,1.509663496,1.626366425,1.678603032,1.777588045,1.90631555,1.909890716,1.995137361,2.032547019,2.046129929,1.940398005,1.940398005,BOL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.6357859096007,5.26652747214038,1.64649693263348,4.26929369591048,4.66727043459798,4.67827258577525,4.36134305812095,4.95420874299721,5.02935233725196,0.426889576708135,2.50780755336397,1.6838009390209,2.4855648471145,2.71134070709704,4.17329431803542,4.42143476697066,4.79700917087203,4.56438275234794,6.14849719501387,3.35700125894111,4.12672192558807,5.204092443086,5.12227558091757,6.79601142810841,5.46056950635136,4.85718717971413,4.26392086382113,4.19520633360395,4.22362365271844,2.21670563961031,-7.82328995009992,
23,Brazil,BRA,Latin America & Caribbean,CO2 emissions (metric tons per capita),1.328159172,1.354979891,1.347535542,1.372402004,1.39557303,1.489199885,1.594086243,1.682504665,1.711514957,1.746531545,1.794549984,1.802410371,1.769880772,1.709539024,1.785371856,1.782061764,1.783625001,1.854305856,1.945681928,1.805179788,2.03322568,2.117869375,2.279272333,2.421656961,2.523232137,2.373628508,2.168574696,2.196418173,2.071854677,2.057810839,2.057810839,BRA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-3.10235594875007,1.51193723815426,-0.466913211737747,4.66516899045992,5.33455170168176,4.41673135543732,2.20753552677458,3.39484598484418,0.338097902952427,0.467937567378257,4.38794944267383,1.38989640325893,3.05346185795257,1.14082899810009,5.75996463871775,3.20213137990235,3.96198872184988,6.0698706077184,5.09419544732717,-0.125811999414864,7.52822583005563,3.97442540583816,1.92115031836305,3.00484630505706,0.503955740242247,-3.54576339269425,-3.27591690782192,1.32286905485741,1.78366676136979,1.41115298507022,-4.05904827267295,
24,Barbados,BRB,Latin America & Caribbean,CO2 emissions (metric tons per capita),3.755753393,3.741714774,4.488569364,3.789759312,3.888362471,4.023237014,3.969338731,4.325404668,4.715334863,4.806714611,4.567034116,4.807445302,5.010551434,5.030419439,4.940370507,5.138969156,5.297774677,5.310350587,6.358369012,16.43502256,5.4939016,6.219366934,7.472734688,5.065179206,4.458878192,4.451033309,4.513677359,4.122573001,4.325983846,4.355082032,4.355082032,BRB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-3.30759330759331,-3.89990682816452,-5.69252077562327,0.793067998237618,2.01078245665161,2.01399800028568,3.97647717726126,4.74010234311876,3.72846490100282,0.334655428854731,4.44718962322422,-2.36546422235364,0.787401574803141,2.17548076923077,1.41159863545465,3.95545760352627,5.90270029011381,2.2020861869139,0.701030927835049,-5.07780507780508,-2.28645383951682,-0.673289183222963,-0.455606178464279,-1.40656396517079,-0.124547101449281,2.44870196122888,2.47869868319133,0.475110679192298,-0.580333154218167,-0.0961355529131964,-17.6053641017878,
25,Brunei Darussalam,BRN,East Asia & Pacific,CO2 emissions (metric tons per capita),12.60078697,12.69683856,13.10754761,13.95180415,14.75201415,15.48237702,15.85582037,16.76486239,14.16328513,13.58004255,14.16711189,13.85143381,13.32268255,15.62433655,14.18897462,13.66703853,20.30994264,19.04167531,20.847719,20.50002315,18.44923521,18.61885184,18.29587739,17.82826519,17.27764771,15.42488346,16.60349981,17.17391347,17.5773964,16.13215855,16.13215855,BRN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.08942053548758,3.14594136166266,4.75858084552159,0.304572874141869,3.14539739535876,4.47870733983748,2.87831774721235,-1.47117157218257,-0.558508851097471,3.05215714160208,2.84942185782727,2.74404051765202,3.87209696704298,2.90395547653115,0.504318252687327,0.38750720823208,4.39771967752176,0.154581811742773,-1.93971463784671,-1.76453554132601,2.59896574643226,3.74531835205994,0.912841670964411,-2.12602851740175,-2.50835256644561,-0.392383749502031,-2.47791771833224,1.32860255161715,0.0522377907767719,3.86910980288791,1.20300193904603,
